순위,단어,품사,등급,카테고리
1107,준비하다,동,A,기타
1205,줄01,명,B,기타
343,줄04,의,B,기타
5673,줄거리01,명,C,기타
3130,줄곧,부,C,기타
2325,줄기01,명,B,기타
2810,줄다,동,B,기타
8219,줄무늬,명,B,기타
1704,줄어들다,동,C,기타
896,줄이다,동,B,기타
2781,줍다01,동,B,기타
66,중04,의,B,기타
1681,중간01,명,B,기타
5819,중계방송,명,C,기타
,중국,고,A,기타
19454,중국어,명,A,기타
11408,중국집,명,B,장소
5145,중년01,명,C,기타
5674,중단04,명,C,기타
5555,중단되다,동,C,기타
4554,중단하다,동,C,기타
4555,중대하다01,형,C,기타
5820,중독01,명,C,기타
2879,중반03,명,C,기타
3051,중부03,명,C,기타
1823,중세02,명,C,기타
2048,중소기업,명,C,기타
5283,중순,명,C,기타
36464,중식80,명,C,기타
308,중심01,명,B,기타
4556,중심지,명,C,기타
872,중앙01,명,C,기타
3839,중얼거리다,동,C,기타
5974,중요02,명,B,기타
2725,중요성,명,B,기타
5556,중요시하다,동,C,기타
220,중요하다02,형,A,추상적 개념
1996,중학교,명,A,장소
5053,중학생,명,A,사람 및 관계
3250,쥐02,명,B,기타
1413,쥐다01,동,B,기타
267,즉01,부,B,기타
7918,즉석,명,C,기타
2611,즉시,명,B,기타
3203,즐거움,명,B,기타
9345,즐거워하다,동,B,기타
1002,즐겁다,형,A,기타
687,즐기다01,동,B,기타
2513,증가01,명,C,기타
1441,증가하다01,동,C,기타
2146,증거,명,C,기타
2014,증권01,명,C,기타
3017,증권사,명,C,기타
3296,증명하다,동,C,기타
2271,증상01,명,B,기타
4021,증세01,명,B,기타
688,지02,의,B,기타
5284,지각04,명,C,기타
3888,지갑03,명,A,기타
5411,지겹다,형,C,기타
2296,지경02,의,C,기타
2811,지구03,명,B,기타
773,지구04,명,B,기타
3778,지극히,부,C,기타
195,지금03,부,A,기타
176,지금03,명,A,기타
6894,지금껏,부,C,기타
5821,지급01,명,C,기타
3841,지급하다01,동,C,기타
961,지나가다,동,B,동작
97,지나다,동,B,기타
4237,지나치다,동,C,기타
1059,지나치다,형,B,기타
4022,지난날,명,C,기타
1643,지난달,명,A,기타
3331,지난번,명,B,기타
7371,지난주,명,A,기타
523,지난해,명,B,기타
600,지내다01,동,A,기타
10254,지능,명,C,기타
477,지니다,동,C,기타
2751,지다02,동,B,기타
3204,지다03,동,B,기타
5147,지다04,동,C,기타
1776,지다05,동,B,기타
1888,지대07,명,C,기타
1901,지도03,명,A,기타
2372,지도09,명,C,기타
1682,지도자,명,C,기타
6137,지도하다,동,C,기타
4161,지루하다01,형,C,기타
1644,지르다03,동,B,기타
6896,지름길,명,C,기타
,지리산,고,C,자연 및 환경
275,지방05,명,B,기타
7920,지방09,명,C,기타
1954,지배하다01,동,C,기타
4102,지불하다01,동,C,기타
2478,지붕,명,B,기타
3605,지속되다,동,C,기타
2586,지속적,명,C,기타
2103,지시02,명,C,기타
2880,지시하다,동,C,기타
822,지식02,명,C,기타
2373,지식인,명,C,기타
162,지역03,명,B,기타
11421,지우개,명,A,기타
2812,지우다01,동,A,기타
9788,지우다05,동,C,기타
8224,지워지다,동,C,기타
1032,지원02,명,C,기타
2479,지원하다01,동,C,기타
1902,지위04,명,C,기타
8225,지저분하다,형,C,기타
6138,지적01,명,C,기타
1621,지적05,명,C,기타
3297,지적되다,동,C,기타
976,지적하다,동,C,기타
5557,지점01,명,C,기타
3298,지점03,명,B,기타
2700,지지06,명,C,기타
6897,지진02,명,C,기타
3131,지출01,명,C,기타
2258,지치다01,동,B,기타
1786,지켜보다,동,C,동작
381,지키다01,동,B,기타
8943,지폐,명,C,기타
1745,지하,명,A,기타
11424,지하도,명,B,기타
1755,지하철,명,A,기타
1934,지혜02,명,C,기타
5285,직선01,명,C,기타
1578,직업,명,B,직업 및 활동
1187,직원03,명,B,기타
1052,직장05,명,B,기타
7629,직장인,명,C,기타
2978,직전02,명,C,기타
561,직접,부,B,기타
2942,직접,명,B,기타
2049,직접적,명,C,기타
2015,직후,명,C,기타
4024,진급,명,C,기타
3205,진단02,명,C,기타
5559,진단하다,동,C,기타
7378,진달래,명,B,기타
6689,진동03,명,C,기타
6139,진로02,명,C,기타
6489,진료,명,C,기타
1766,진리,명,C,기타
2050,진실02,명,C,기타
8945,진실로,부,C,기타
5822,진실하다,형,C,기타
7630,진심01,명,C,기타
2374,진지하다,형,C,기타
2480,진짜,명,B,기타
1431,진짜,부,B,기타
16173,진찰02,명,C,기타
2782,진출02,명,B,기타
3662,진출하다02,동,C,기타
8226,진통01,명,C,기타
3018,진하다01,형,B,기타
2297,진행02,명,C,기타
1246,진행되다,동,B,기타
6140,진행자,명,C,기타
2587,진행하다,동,B,기타
2667,질08,명,B,기타
1144,질문,명,A,기타
7634,질문하다,동,A,기타
3206,질병02,명,C,기타
607,질서03,명,B,기타
4942,질적,명,C,기타
2538,짐01,명,B,기타
5414,짐작,명,C,기타
2979,짐작하다,동,C,기타
49,집01,명,A,장소
1756,집다01,동,B,장소
552,집단,명,C,장소
4736,집단적,명,C,장소
1213,집안01,명,B,장소
4468,집안일,명,C,장소
3333,집어넣다,동,C,장소
2243,집중02,명,B,장소
3163,집중되다,동,C,장소
4560,집중적,명,C,장소
9354,집중하다02,동,C,장소
1525,짓01,명,B,기타
247,짓다01,동,B,기타
2482,짙다02,형,B,기타
2944,짚다01,동,C,기타
3207,짜다01,동,C,기타
5057,짜다02,동,C,기타
9356,짜다03,형,A,기타
3663,짜증,명,B,기타
9357,짜증스럽다,형,C,기타
1622,짝01,명,C,기타
856,짧다,형,A,기타
7637,짧아지다,동,B,기타
10265,쩔쩔매다,동,C,기타
6142,쪽02,명,B,기타
7383,쪽03,의,C,기타
233,쪽05,의,A,기타
5415,쫓겨나다,동,C,기타
3606,쫓기다,동,C,기타
3089,쫓다,동,C,기타
3607,쭉,부,C,기타
6693,찌개01,명,A,기타
5148,찌꺼기,명,C,기타
7638,찌다01,동,B,기타
7385,찌다05,동,C,기타
2668,찌르다,동,B,기타
1188,찍다02,동,A,기타
4838,찍히다02,동,C,기타
5416,찢다,동,C,기타
4652,찢어지다,동,C,기타
962,차03,의,C,기타
417,차06,명,A,기타
3133,차08,명,C,기타
3052,차09,명,A,기타
2067,차갑다,형,B,기타
7386,차남02,명,B,기타
994,차다01,동,C,기타
2223,차다02,동,B,기타
3890,차다03,동,C,기타
3716,차다04,형,B,기타
1874,차라리,부,C,기타
2016,차량01,명,C,기타
658,차례01,명,B,기타
1386,차리다,동,B,기타
3502,차림,명,C,기타
4383,차마,부,C,기타
2588,차별,명,C,기타
5679,차선03,명,C,기타
557,차이,명,B,기타
4738,차이점,명,C,기타
7924,차차01,부,C,기타
5823,차창,명,C,기타
3550,차츰,부,C,기타
4311,착각03,명,C,기타
5680,착각하다,동,C,기타
1567,착하다,형,B,기타
4740,찬물01,명,B,기타
9800,찬성01,명,C,기타
8229,찬성하다,동,C,기타
622,참01,부,A,기타
1800,참01,감,B,기타
5058,참03,의,C,기타
4240,참가01,명,C,기타
2456,참가하다01,동,B,기타
8561,참고하다,동,C,기타
2813,참기름,명,B,기타
1053,참다,동,B,기타
4562,참되다,형,C,기타
1935,참새01,명,C,기타
8231,참석,명,C,기타
6901,참석자,명,C,기타
1966,참석하다,동,B,기타
1645,참여,명,C,기타
1225,참여하다,동,C,기타
5288,참외01,명,C,기타
1623,참으로,부,C,기타
4384,참조02,명,C,기타
8562,찻잔,명,B,기타
4312,창09,명,C,기타
6495,창가01,명,C,기타
3439,창고01,명,B,기타
6902,창구01,명,C,기타
2033,창문,명,A,기타
2483,창밖,명,B,기타
3891,창작,명,C,기타
2783,창조03,명,C,기타
3164,창조적,명,C,기타
3503,창조하다,동,C,기타
6312,창피하다,형,C,기타
191,찾다,동,A,기타
1424,찾아가다,동,B,동작
2326,찾아내다,동,B,기타
6143,찾아다니다,동,C,기타
1112,찾아보다,동,B,동작
1023,찾아오다,동,B,동작
5059,채08,의,C,기타
279,채09,의,C,기타
3440,채10,부,C,기타
5417,채널,명,B,기타
3053,채소,명,B,기타
1777,채우다03,동,B,기타
7387,채점,명,C,기타
215,책01,명,A,문화 및 사회
7640,책가방,명,B,문화 및 사회
10808,책방01,명,B,문화 및 사회
1653,책상01,명,A,문화 및 사회
758,책임,명,B,문화 및 사회
6144,책임감,명,C,문화 및 사회
2669,책임자,명,B,문화 및 사회
3441,책임지다,동,C,문화 및 사회
5978,챔피언,명,B,기타
1495,챙기다,동,B,기타
2561,처녀,명,C,기타
1174,처리02,명,C,기타
2847,처벌,명,C,기타
184,처음,명,A,기타
2119,처지,명,C,기타
4944,척01,의,C,기타
4162,척08,의,C,기타
3377,척하다01,보,C,기타
3952,천01,명,C,기타
24937,천03,수,A,기타
3090,천03,관,A,기타
7643,천국01,명,C,기타
12913,천둥,명,C,기타
3166,천장02,명,C,기타
9364,천재03,명,C,기타
1683,천천히,부,A,기타
4945,철01,명,B,기타
10273,철02,명,C,기타
4841,철06,명,C,기타
4741,철도,명,C,기타
2068,철저하다,형,C,기타
3299,철저히,부,C,기타
1584,철학,명,C,기타
4653,철학자,명,C,기타
8568,철학적,명,C,기타
670,첫,관,B,기타
3664,첫날,명,B,기타
4386,첫째,관,A,기타
1728,첫째,수,A,기타
2259,청년,명,B,기타
10274,청바지,명,A,기타
2484,청소06,명,A,기타
19549,청소기80,명,B,기타
1108,청소년,명,B,기타
4946,청소하다03,동,A,기타
3442,청춘01,명,C,기타
3779,청하다,동,C,기타
4469,체계적,명,C,기타
3208,체력,명,C,기타
6146,체온,명,C,기타
1396,체육,명,B,기타
14922,체육관,명,C,기타
1981,체조02,명,C,기타
4241,체중01,명,B,기타
5291,체하다01,보,C,기타
1350,체험,명,C,기타
5292,체험하다,동,C,기타
1206,쳐다보다,동,B,동작
1181,초03,의,B,기타
2034,초07,의,B,기타
1017,초기04,명,C,기타
8572,초대04,명,C,기타
7129,초대06,명,A,기타
5293,초대하다02,동,A,기타
9369,초등학교,명,A,장소
55056,초등학생,명,C,사람 및 관계
16217,초록색,명,B,기타
3443,초반01,명,C,기타
6147,초밥,명,B,기타
9370,초보01,명,B,기타
9811,초보자,명,B,기타
5684,초상화,명,C,감정 및 상태
12141,초순01,명,C,기타
9371,초여름,명,C,기타
3019,초원04,명,C,기타
9372,초저녁,명,C,시간 및 빈도
2147,초점03,명,C,기타
6498,초조하다,형,C,기타
4563,초청01,명,C,기타
9812,초청장,명,B,기타
5826,초청하다,동,C,기타
8235,초콜릿,명,A,기타
9813,촌스럽다,형,C,기타
8952,촛불,명,C,기타
5294,총03,명,C,기타
2670,총06,관,C,기타
4742,총각01,명,C,기타
2946,총리01,명,C,기타
1801,총장01,명,B,기타
2120,촬영,명,B,기타
587,최고02,명,B,기타
8238,최고급,명,C,기타
278,최근,명,B,기타
1468,최대,명,B,기타
3251,최대한,명,C,기타
8239,최상02,명,C,기타
2612,최선02,명,B,기타
14932,최소01,명,C,기타
2168,최소한,명,B,기타
5981,최신,명,C,기타
8240,최악,명,C,기타
6907,최저01,명,C,기타
3020,최종,명,C,기타
1175,최초,명,B,기타
5061,최후,명,C,기타
3091,추가02,명,C,기타
10280,추가되다,동,C,기타
10822,추가하다,동,C,기타
2426,추다02,동,A,기타
4242,추석01,명,C,기타
2752,추억,명,B,기타
3504,추위01,명,B,기타
2224,추진02,명,C,기타
1403,추진하다02,동,C,기타
6707,추천03,명,C,기타
8579,추천하다02,동,C,기타
7930,추측,명,C,기타
1317,축구04,명,A,기타
16227,축구공,명,B,기타
21959,축구장,명,C,기타
3892,축소02,명,C,기타
2562,축제01,명,B,기타
5982,축하,명,B,기타
4656,축하하다,동,A,기타
6149,출구01,명,B,기타
8242,출국,명,C,기타
4470,출근,명,B,기타
5420,출근하다,동,B,기타
2881,출발,명,B,기타
5827,출발점,명,C,기타
1982,출발하다,동,A,기타
2017,출산02,명,C,자연 및 환경
29478,출석하다,동,C,기타
1091,출신,명,C,기타
2514,출연02,명,C,기타
2272,출연하다02,동,B,기타
3955,출입,명,B,기타
17710,출입국,명,C,기타
6150,출입문,명,B,기타
5686,출장01,명,B,기타
8956,출퇴근,명,C,기타
5828,출판02,명,C,기타
4564,출판사,명,C,기타
5829,출현하다,동,C,기타
1458,춤01,명,A,기타
5154,춤추다,동,A,기타
1654,춥다,형,A,기타
1595,충격02,명,B,기타
4947,충격적,명,C,기타
7933,충고,명,C,기타
4243,충돌,명,C,기타
9377,충돌하다,동,C,기타
1624,충분하다01,형,B,기타
1207,충분히,부,B,기타
,충청도,고,B,기타
2671,취미04,명,A,직업 및 활동
5983,취소01,명,B,기타
5421,취소하다01,동,B,기타
5422,취업,명,C,기타
5062,취재02,명,C,기타
4844,취직,명,B,기타
1113,취하다01,동,B,기타
2225,취하다03,동,B,기타
3893,취향01,명,C,기타
922,층02,명,A,기타
8960,치과,명,B,기타
7133,치다01,동,C,기타
366,치다02,동,A,기타
5063,치다05,동,C,기타
2375,치다10,동,C,기타
1542,치료,명,B,기타
10286,치료법,명,C,문화 및 사회
3718,치료하다,동,B,기타
1372,치르다,동,C,기타
2457,치마01,명,A,기타
4948,치아02,명,C,기타
7649,치약,명,A,기타
3134,치우다01,동,B,기타
10287,치우다01,보,C,기타
2035,치즈,명,B,기타
147,친구02,명,A,사람 및 관계
6318,친절,명,B,기타
3894,친절하다,형,A,기타
4313,친정04,명,C,기타
2458,친척,명,B,기타
3209,친하다,형,B,기타
8246,친해지다,동,C,기타
14947,칠01,수,A,기타
19607,칠십,수,A,기타
1404,칠월,명,A,기타
10833,칠판,명,A,기타
5423,칠하다,동,C,기타
3056,침01,명,C,기타
1670,침대02,명,A,기타
2486,침묵,명,C,기타
6319,침실,명,B,기타
7397,침착하다02,형,C,기타
8589,칫솔,명,A,기타
2947,칭찬,명,B,기타
5295,칭찬하다,동,C,기타
2184,카드,명,A,기타
9816,카레,명,B,기타
2298,카메라,명,A,기타
3895,카운터01,명,B,기타
2848,카페,명,B,기타
3719,칸01,명,C,기타
2273,칼01,명,A,기타
14950,칼국수,명,C,기타
7398,캄캄하다,형,C,기타
,캐나다,고,A,기타
5985,캐릭터,명,C,기타
7134,캠퍼스,명,B,기타
4747,캠페인,명,C,기타
886,커다랗다,형,B,기타
1510,커지다,동,B,기타
5987,커튼,명,B,기타
383,커피,명,A,기타
9817,컨디션,명,C,기타
4658,컬러01,명,C,기타
282,컴퓨터,명,A,사물
1414,컵,명,A,기타
37160,케첩,명,C,기타
2427,켜다01,동,A,기타
4314,켜지다,동,B,기타
1335,코01,명,A,기타
8248,코끝,명,C,기타
10292,코끼리,명,B,기타
2428,코너,명,B,기타
2244,코드02,명,C,기타
6915,코미디,명,C,기타
3300,코스,명,C,기타
9819,코스모스01,명,C,기타
5296,코치,명,C,기타
9380,코트03,명,C,기타
7939,코피01,명,B,기타
10293,콘서트,명,B,기타
5567,콜라,명,A,기타
2849,콤플렉스,명,B,기타
2226,콩01,명,B,기타
4027,콩나물,명,B,기타
3956,쾌감,명,C,기타
5687,쿠데타,명,C,기타
1054,크기,명,B,기타
39,크다01,형,A,기타
2726,크다01,동,A,기타
10839,크리스마스,명,A,기타
4471,크림,명,C,기타
8591,큰길,명,B,기타
16252,큰딸,명,C,기타
10294,큰소리01,명,B,기타
10295,큰아들,명,C,기타
14960,큰아버지,명,C,기타
29578,큰어머니,명,C,기타
2245,큰일01,명,B,직업 및 활동
7651,큰절01,명,C,기타
17752,클래식,명,C,기타
5830,클럽,명,C,기타
1124,키01,명,A,기타
5831,키스,명,C,기타
980,키우다,동,B,기타
9823,킬로,의,B,기타
2784,킬로그램,의,B,기타
1997,킬로미터,의,B,기타
4388,타고나다,동,C,기타
2121,타다01,동,C,기타
260,타다02,동,A,기타
6500,타다03,동,C,기타
5568,타다04,동,C,기타
4846,타락02,명,C,기타
5424,타오르다,동,C,기타
4315,타입02,명,C,기타
7401,타자기,명,C,기타
5425,탁01,부,C,기타
10840,탁구,명,C,기타
4472,탁월하다,형,C,기타
4566,탁자01,명,C,기타
3957,탄생,명,C,기타
3897,탄생하다,동,C,기타
5833,탈출하다02,동,C,기타
2613,탑02,명,B,기타
1226,탓,명,C,기타
6321,태권도,명,A,기타
741,태도03,명,B,기타
2069,태아02,명,C,기타
1767,태양02,명,B,기타
684,태어나다,동,A,기타
2910,태우다01,동,B,기타
4389,태우다02,동,B,기타
4748,태풍,명,B,기타
1824,택시,명,A,기타
2981,택하다,동,C,기타
2727,탤런트,명,B,기타
2982,터01,명,C,기타
364,터02,의,B,기타
7136,터널,명,B,기타
2563,터뜨리다,동,B,기타
8250,터미널,명,B,기타
1101,터지다,동,C,기타
3252,턱01,명,B,기타
7943,턱04,의,C,기타
3057,털,명,B,기타
2701,털다,동,B,기타
4473,텅01,부,C,기타
5157,테니스,명,A,기타
5064,테러,명,C,기타
8964,테스트,명,B,기타
2639,테이블,명,A,기타
3093,테이프,명,B,기타
2487,텍스트,명,C,기타
940,텔레비전,명,A,기타
4567,토끼,명,B,기타
1967,토대,명,C,기타
1912,토론01,명,B,기타
9825,토론자,명,C,기타
6324,토론하다,동,C,기타
5065,토론회,명,C,기타
3505,토마토,명,B,기타
2327,토요일,명,A,직업 및 활동
4474,토하다,동,C,기타
1286,톤01,의,B,기타
2814,통10,명,B,기타
7138,통12,의,B,기타
3334,통계04,명,C,기타
6152,통과,명,C,기타
3666,통과하다,동,C,기타
4244,통로,명,C,기타
904,통신01,명,B,기타
8967,통역,명,C,기타
645,통일02,명,B,직업 및 활동
5298,통일하다,동,C,직업 및 활동
3611,통장02,명,B,기타
2205,통제02,명,C,기타
2299,통증,명,C,기타
78,통하다,동,B,기타
1825,통합,명,C,기타
4847,통화03,명,C,감정 및 상태
4659,통화04,명,C,감정 및 상태
5690,퇴근,명,B,기타
8968,퇴근하다,동,B,기타
12961,퇴원01,명,C,기타
12175,퇴원하다,동,C,기타
7139,퇴직금,명,C,기타
3667,투명하다02,형,C,기타
1030,투자02,명,C,기타
3553,투표01,명,C,기타
6918,튀기다01,동,C,기타
11478,튀김01,명,C,기타
3958,튀다,동,C,기타
4028,튀어나오다,동,C,동작
3446,트럭,명,C,기타
2640,트이다,동,C,기타
10311,특급02,명,C,기타
1145,특별,명,B,기타
1693,특별하다,형,B,기타
2728,특별히,부,B,기타
1102,특성01,명,C,기타
2815,특수02,명,C,기타
5691,특수성,명,C,기타
4661,특이하다,형,C,기타
2459,특정하다,형,C,기타
829,특징,명,B,기타
192,특히,부,B,기타
2948,튼튼하다,형,B,기타
9829,튼튼히,부,C,기타
1405,틀01,명,C,기타
2122,틀다,동,B,기타
1837,틀리다01,동,B,기타
1768,틀림없다,형,B,기타
4848,틀림없이,부,C,기타
1955,틈01,명,C,기타
971,티브이,명,A,기타
9830,티셔츠,명,B,기타
664,팀01,명,A,기타
3447,파01,명,B,기타
3554,파괴하다,동,C,기타
3168,파다01,동,C,기타
1998,파도,명,B,기타
12965,파란색,명,A,기타
3506,파랗다,형,B,기타
,파리,고,B,기타
5158,파리01,명,B,기타
941,파악하다,동,C,기타
3335,파일03,명,B,직업 및 활동
4107,파출소,명,C,기타
4849,파티,명,A,기타
4950,판01,명,C,기타
3336,판01,의,C,기타
4108,판08,명,C,기타
5426,판10,명,C,기타
1526,판결,명,C,기타
1146,판단,명,B,기타
1890,판단하다,동,C,기타
1280,판매,명,B,기타
8598,판매되다,동,C,기타
3058,판매하다,동,B,기타
5836,판사01,명,C,기타
957,팔01,명,A,기타
16291,팔03,수,A,기타
657,팔다,동,A,기타
3253,팔리다,동,B,기타
29719,팔십,수,A,기타
1527,팔월,명,A,기타
17797,팝송,명,C,기타
5301,패션01,명,B,기타
4317,팩03,명,B,기타
17800,팩스,명,C,기타
7946,팩시밀리,명,C,기타
5992,팬01,명,B,기타
2816,팬03,명,B,기타
7407,팬티,명,B,기타
124,퍼센트,의,A,기타
1596,퍼지다,동,C,기타
4570,퍽02,부,C,기타
9838,페인트02,명,C,기타
3507,펴내다,동,C,기타
916,펴다,동,B,기타
939,편04,의,C,기타
8600,편05,의,C,기타
942,편09,의,B,기타
5570,편견,명,C,기타
2300,편리하다,형,B,기타
2397,편안하다01,형,B,기타
4951,편의02,명,C,기타
37520,편의점,명,C,기타
952,편지02,명,A,기타
1449,편하다,형,B,기타
7409,편히,부,B,기타
2169,펼쳐지다,동,B,기타
1450,평02,의,C,기타
5427,평03,명,C,기타
893,평가03,명,C,기타
3613,평가되다,동,C,기타
2089,평가하다,동,C,기타
1406,평균,명,C,기타
2785,평범하다,형,B,기타
9842,평상시,명,C,기타
2185,평생,명,B,기타
1469,평소,명,B,기타
,평양,고,C,기타
10314,평일,명,B,직업 및 활동
1373,평화02,명,B,감정 및 상태
5428,평화롭다,형,C,감정 및 상태
4952,폐지02,명,C,기타
8602,포근하다,형,C,기타
1501,포기하다01,동,B,기타
8603,포도06,명,A,기타
4170,포도주,명,B,기타
5159,포스터01,명,B,기타
7410,포인트,명,C,기타
4246,포장01,명,B,기타
6155,포장마차,명,C,기타
7411,포크01,명,C,기타
5160,포함02,명,C,기타
2148,포함되다01,동,B,기타
1128,포함하다02,동,B,기타
1543,폭06,명,B,기타
3448,폭넓다,형,C,기타
1425,폭력,명,C,기타
2672,표02,명,C,기타
2090,표04,명,A,기타
2488,표면,명,C,기타
5429,표시01,명,C,기타
5430,표시02,명,C,기타
4318,표시하다01,동,B,기타
8978,표시하다02,동,C,기타
396,표정03,명,B,기타
4029,표준01,명,C,기타
524,표현,명,B,기타
3449,표현되다,동,C,기타
730,표현하다,동,B,기타
6156,푸다01,동,C,기타
1227,푸르다,형,B,기타
4478,푹01,부,B,기타
6157,풀01,명,B,기타
2539,풀02,명,B,기타
558,풀다,동,B,기타
1737,풀리다,동,B,기타
10321,풀어지다,동,C,기타
3095,품01,명,C,기타
3254,품다01,동,C,기타
2673,품목01,명,C,기타
2729,품질03,명,C,기타
2398,풍경01,명,B,기타
1903,풍부하다,형,C,기타
4571,풍속01,명,C,기타
3380,풍습01,명,C,기타
,프랑스,고,A,기타
1769,프로03,명,B,기타
2786,프로04,명,B,기타
356,프로그램,명,B,기타
5302,프린터,명,C,기타
5572,플라스틱,명,B,기타
1811,피02,명,B,기타
9395,피곤,명,C,기타
2641,피곤하다,형,A,감정 및 상태
1770,피다01,동,B,기타
5303,피디,명,C,기타
3135,피로02,명,B,기타
8981,피로하다02,형,B,기타
6158,피망,명,C,기타
1194,피부02,명,B,기타
2984,피시03,명,B,기타
4572,피아노01,명,A,기타
1239,피우다01,동,A,기타
8264,피자,명,A,기타
818,피하다,동,C,기타
1049,피해01,명,C,기타
3337,피해자,명,C,기타
6159,필름,명,B,기타
6926,필수02,명,C,기타
3338,필수적,명,C,기타
4662,필연적,명,C,기타
342,필요,명,A,기타
2091,필요성,명,C,기타
251,필요하다,형,A,추상적 개념
2051,필자02,명,C,기타
19748,필통,명,B,기타
4573,핑계,명,C,기타
8982,하04,명,C,기타
3169,하긴,부,C,기타
119,하나,수,A,기타
242,하나,명,A,기타
8605,하나님,명,C,기타
6335,하나하나,명,C,기타
5304,하나하나,부,C,기타
3555,하느님,명,C,기타
344,하늘01,명,A,자연 및 환경
7,하다01,보,A,기타
2,하다01,동,A,기타
3614,하도01,부,C,기타
3509,하드웨어,명,C,기타
361,하루01,명,B,기타
4663,하룻밤,명,C,기타
5431,하반기,명,C,기타
3898,하숙집,명,B,장소
12197,하순01,명,C,기타
57151,하얀색,명,B,기타
1528,하얗다,형,B,기타
2753,하여튼,부,B,기타
467,하지만,부,A,기타
2301,하천02,명,C,기타
6928,하품01,명,B,기타
3960,하필02,부,C,기타
3255,하하01,부,B,기타
7663,학과01,명,C,기타
125,학교,명,A,장소
9853,학교생활,명,C,장소
3899,학급,명,C,기타
2515,학기02,명,B,기타
512,학년,명,A,기타
8610,학력02,명,C,기타
3450,학번,명,C,기타
3301,학부모,명,C,기타
9398,학비,명,C,기타
238,학생,명,A,사람 및 관계
19755,학생증,명,B,사람 및 관계
4172,학술,명,C,기타
2564,학습,명,B,기타
3339,학용품,명,C,기타
3451,학원02,명,B,기타
5305,학위,명,C,기타
1875,학자01,명,C,기타
6720,학점,명,C,기타
27,한01,관,A,기타
3720,한05,명,C,기타
1050,한06,명,C,기타
3381,한가운데,명,C,기타
6721,한가하다02,형,C,기타
,한강,고,A,자연 및 환경
10329,한겨울,명,C,기타
6160,한결,부,C,기타
1003,한계,명,C,기타
5432,한구석,명,C,기타
,한국,고,A,기타
6930,한국말,명,A,기타
2642,한국어,명,A,기타
8267,한국적,명,B,기타
1267,한글01,명,A,기타
22156,한글날,명,C,기타
2274,한꺼번에,부,B,기타
7956,한낮,명,C,기타
4750,한눈01,명,C,기타
8985,한데03,부,C,기타
2516,한동안,명,B,기타
1712,한두,관,B,기타
9855,한둘,수,B,기타
1713,한때,명,C,기타
,한라산,고,B,자연 및 환경
804,한마디,명,C,기타
4110,한문03,명,C,기타
,한반도,고,C,기타
7417,한밤중,명,C,기타
382,한번,명,A,기타
2614,한복,명,A,기타
4479,한순간,명,C,기타
2227,한숨02,명,B,기타
22159,한식04,명,C,기타
6163,한여름,명,C,기타
2643,한자02,명,A,기타
5067,한잔,명,B,기타
6507,한잔하다,동,B,기타
3382,한정되다,동,C,기타
8613,한정하다01,동,C,기타
1511,한쪽,명,B,기타
1612,한참,명,B,기타
3615,한창01,부,C,기타
4574,한층,부,C,기타
635,한편,부,B,기타
948,한편,명,B,기타
10331,한평생01,명,C,기타
5433,한하다02,동,C,기타
536,할머니,명,A,기타
682,할아버지,명,A,기타
7958,할인01,명,B,기타
95,함께,부,A,기타
6508,함께하다,동,C,기타
2754,함부로,부,B,기타
6725,합격,명,B,기타
6509,합격하다,동,C,기타
3302,합리적,명,C,기타
2817,합치다,동,B,기타
6337,합하다,동,C,기타
6165,항공,명,C,기타
5694,항공기,명,C,자연 및 환경
4030,항구03,명,C,기타
754,항상,부,A,시간 및 빈도
3059,항의01,명,C,기타
1551,해01,의,A,기타
755,해01,명,A,기타
9407,해11,명,C,기타
1968,해결02,명,B,기타
3170,해결되다,동,C,기타
1147,해결하다,동,B,기타
3900,해군01,명,C,기타
3383,해내다,동,C,기타
5435,해답,명,C,기타
3060,해당05,명,C,기타
3557,해당되다,동,C,기타
2186,해당하다04,동,C,기타
5995,해롭다,형,C,기타
2540,해마다,부,B,기타
9859,해물,명,C,기타
3097,해석03,명,C,기타
2911,해석04,명,B,기타
3304,해석하다02,동,C,기타
4955,해설03,명,C,기타
4247,해소03,명,C,기타
5436,해소하다01,동,C,기타
10333,해수욕장,명,C,기타
3616,해안02,명,C,기타
1387,해외,명,B,기타
9409,해외여행,명,B,기타
1914,핵,명,C,기타
1802,핵심,명,C,기타
6339,핸드백,명,C,기타
10334,핸드폰,명,A,기타
8275,햄04,명,C,기타
6340,햄버거,명,A,기타
4751,햇볕,명,B,기타
2949,햇빛,명,B,기타
2489,햇살,명,B,기타
445,행동,명,B,기타
2429,행동하다,동,B,기타
1969,행복02,명,B,감정 및 상태
1891,행복하다,형,B,감정 및 상태
1138,행사01,명,B,기타
4392,행사02,명,C,기타
4575,행운02,명,C,기타
521,행위,명,C,기타
4319,행하다,동,C,기타
4248,행해지다,동,C,기타
3136,향03,명,C,기타
2755,향기01,명,B,기타
3171,향상01,명,C,기타
8619,향상되다,동,C,기타
4393,향수04,명,B,기타
419,향하다,동,B,기타
3452,허가01,명,C,기타
5839,허락,명,C,기타
5437,허락하다,동,C,기타
1082,허리01,명,A,기타
4032,허용,명,C,기타
4394,허용되다,동,C,기타
2882,허용하다,동,B,기타
10337,허허01,부,C,기타
4956,헌,관,B,기타
3453,헤매다,동,C,기타
3211,헤아리다,동,C,기타
2228,헤어지다,동,B,기타
