순위,단어,품사,등급,카테고리
1321,무렵,의,B,기타
3688,무료01,명,C,기타
1637,무릎,명,B,기타
3468,무리01,명,C,기타
2896,무리08,명,C,기타
4891,무리하다,형,C,기타
10027,무사하다04,형,C,기타
1051,무섭다,형,B,기타
221,무슨,관,A,기타
2061,무시하다,동,B,기타
1533,무어01,대,B,기타
135,무엇,대,A,기타
1201,무역02,명,B,기타
1382,무용03,명,B,기타
8369,무용가,명,C,기타
6224,무의미하다,형,C,기타
2313,무조건,부,B,기타
10517,무지개,명,C,기타
9563,무책임하다,형,C,문화 및 사회
1169,무척01,부,B,기타
5902,묵다01,동,C,기타
7769,묵다02,동,C,기타
2711,묶다,동,B,기타
4892,묶이다,동,C,기타
469,문05,명,A,기타
6225,문구01,명,C,기타
1688,문득01,부,C,기타
6790,문밖,명,C,기타
10519,문법01,명,C,문화 및 사회
3147,문서,명,C,기타
2281,문자02,명,C,기타
3278,문장02,명,B,기타
53,문제06,명,A,문화 및 사회
7002,문제되다,동,C,문화 및 사회
1591,문제점,명,B,문화 및 사회
272,문학01,명,B,기타
13326,문학적,명,C,기타
73,문화01,명,B,감정 및 상태
1390,문화재,명,C,감정 및 상태
5007,문화적,명,C,감정 및 상태
2282,묻다01,동,B,기타
3279,묻다02,동,C,기타
289,묻다03,동,A,기타
5008,묻히다01,동,C,기타
3073,묻히다02,동,C,기타
165,물01,명,A,기타
1990,물가02,명,C,기타
560,물건,명,A,사물
3234,물결,명,C,기타
3579,물고기,명,B,기타
2443,물기,명,C,기타
2024,물다02,동,B,기타
3580,물러나다,동,C,기타
213,물론01,부,A,기타
1435,물론01,명,B,기타
3407,물리학,명,C,기타
2079,물속,명,B,기타
1483,물어보다,동,A,동작
2897,물음01,명,B,기타
912,물질02,명,C,기타
6054,물질적,명,C,기타
1461,물체,명,C,기타
108,뭐,대,A,기타
339,뭐,감,A,기타
9136,뭘01,감,C,기타
6228,뭣,대,C,기타
1025,미14,명,C,기타
,미국,고,A,기타
5753,미끄러지다,동,C,기타
13330,미끄럽다,형,C,기타
6585,미니02,명,C,기타
2573,미디어,명,B,기타
1298,미래02,명,B,추상적 개념
2157,미루다,동,C,기타
1242,미리01,부,B,기타
6230,미만01,명,C,기타
4601,미사일,명,C,직업 및 활동
1391,미소05,명,B,기타
1600,미술,명,B,기타
3748,미술관,명,B,기타
4424,미스03,명,C,기타
1484,미안하다,형,A,기타
11768,미역02,명,C,기타
44499,미용실,명,C,기타
7516,미움,명,C,기타
8071,미워하다,동,B,기타
6056,미인01,명,B,기타
3038,미처,부,C,기타
1918,미치다01,동,B,기타
1044,미치다02,동,B,기타
843,미터02,의,A,기타
4793,미팅,명,B,기타
5009,미혼01,명,C,기타
1880,민간,명,C,기타
4693,민속01,명,C,기타
334,민족,명,B,기타
2080,민주02,명,C,기타
1991,민주주의,명,C,기타
1854,민주화,명,C,감정 및 상태
431,믿다,동,B,기타
6058,믿어지다,동,C,기타
2924,믿음,명,B,기타
2625,밀가루,명,B,기타
1485,밀다01,동,B,기타
4425,밀리다01,동,C,기타
1818,밀리미터,의,B,기타
3581,밀접하다,형,C,기타
3689,밉다,형,B,기타
245,및,부,B,기타
652,밑01,명,A,기타
4512,밑바닥,명,C,기타
434,바03,의,C,기타
4794,바04,명,C,기타
7518,바가지01,명,C,기타
5488,바구니,명,C,기타
2626,바깥,명,B,기타
5904,바깥쪽,명,C,기타
432,바꾸다,동,A,기타
759,바뀌다,동,B,기타
7773,바나나,명,A,기타
2524,바늘,명,B,기타
488,바다,명,A,자연 및 환경
1327,바닥01,명,B,기타
2959,바닷가,명,B,기타
5754,바닷물,명,B,기타
583,바라다01,동,B,기타
387,바라보다,동,B,동작
1663,바람01,의,A,기타
478,바람01,명,A,기타
5210,바람02,명,C,기타
1565,바람직하다,형,C,기타
132,바로02,부,A,기타
2800,바로잡다,동,C,기타
1497,바르다01,동,B,기타
1135,바르다03,형,B,기타
2680,바보,명,B,기타
868,바쁘다,형,A,기타
5489,바싹01,부,C,기타
2382,바위01,명,B,기타
6411,바이러스,명,C,기타
3928,바이올린,명,B,기타
2627,바지01,명,A,기타
2960,바치다01,동,C,기타
5615,바퀴01,명,C,기타
4795,바퀴01,의,C,기타
1005,바탕01,명,C,기타
5349,박10,의,C,기타
2830,박다01,동,C,기타
1517,박물관,명,A,기타
1377,박사01,명,B,기타
3148,박수02,명,B,기타
8375,박스,명,B,기타
2801,박히다,동,C,기타
257,밖,명,A,기타
834,반07,명,A,기타
933,반11,명,A,기타
1868,반갑다,형,A,기타
8377,반기다,동,C,기타
1218,반대03,명,B,기타
9144,반대편,명,C,기타
2039,반대하다01,동,B,기타
781,반드시,부,B,기타
11775,반말,명,C,기타
1097,반면02,명,C,기타
3351,반발01,명,C,기타
4273,반복되다,동,C,기타
4341,반복하다01,동,B,기타
3809,반성01,명,C,기타
4342,반성하다01,동,C,기타
2214,반영하다,동,C,기타
1309,반응,명,C,기타
2314,반장08,명,B,기타
6059,반죽,명,C,기타
6060,반지02,명,B,기타
9570,반짝거리다,동,C,기타
7246,반짝이다,동,C,기타
3352,반찬,명,B,기타
2961,반하다03,동,B,기타
47,받다01,동,A,기타
787,받아들이다,동,B,기타
7013,받침,명,B,기타
564,발01,명,A,기타
4602,발가락,명,B,기타
3986,발걸음,명,C,기타
2925,발견01,명,B,기타
1638,발견되다,동,B,기타
826,발견하다01,동,B,기타
3987,발길,명,C,기타
7521,발끝,명,C,기타
1369,발달,명,B,기타
5490,발달되다,동,C,기타
982,발달하다,동,B,기타
7776,발등,명,B,기타
3690,발레,명,C,기타
5211,발목01,명,B,기타
9145,발바닥,명,C,기타
2768,발생,명,B,기타
746,발생하다,동,B,기타
5491,발음01,명,A,기타
16889,발음하다01,동,B,기타
4796,발자국,명,C,기타
416,발전01,명,B,기타
4274,발전02,명,C,기타
5010,발전되다,동,C,기타
983,발전하다01,동,B,기타
9146,발톱,명,C,기타
1231,발표01,명,B,기타
2962,발표되다,동,C,기타
835,발표하다,동,B,기타
2040,발휘하다,동,C,기타
8753,밝다,동,B,기타
1322,밝다,형,A,기타
9148,밝아지다,동,C,기타
3929,밝혀내다,동,C,기타
1362,밝혀지다,동,C,기타
230,밝히다,동,B,기타
1919,밟다,동,B,기타
276,밤01,명,A,기타
6062,밤02,명,B,기타
10041,밤낮,명,B,기타
5212,밤늦다,형,B,기타
7778,밤새02,명,C,기타
9149,밤새다,동,B,기타
9572,밤새우다,동,C,기타
8076,밤색,명,C,기타
8754,밤중,명,B,기타
5351,밤하늘,명,C,자연 및 환경
353,밥01,명,A,기타
4426,밥그릇,명,B,기타
8077,밥맛,명,B,음식
3235,밥상,명,C,기타
8381,밥솥,명,B,기타
318,방07,명,A,기타
2802,방금01,부,B,기타
6590,방면01,명,C,기타
4427,방문02,명,B,기타
1806,방문03,명,B,기타
1945,방문하다,동,B,기타
6413,방바닥,명,C,기타
179,방법,명,B,문화 및 사회
538,방송01,명,B,기타
2004,방송국,명,B,기타
5011,방송사,명,C,기타
6796,방송하다01,동,C,기타
454,방식01,명,C,기타
955,방안01,명,C,기타
5213,방울01,명,C,기타
5492,방울02,명,C,기타
3353,방지04,명,C,기타
5012,방지하다01,동,C,기타
1581,방학,명,A,기타
4275,방해01,명,C,기타
4896,방해하다,동,C,기타
484,방향01,명,B,기타
1554,밭01,명,B,기타
850,배01,명,A,기타
462,배02,명,A,기타
5215,배03,명,A,기타
918,배09,명,C,기타
1214,배경01,명,B,기타
5905,배고프다,형,A,음식
10043,배구06,명,B,기타
7523,배꼽,명,B,기타
3354,배다01,동,C,기타
7249,배달02,명,B,기타
8756,배드민턴,명,B,기타
8757,배부르다,형,A,기타
2197,배우01,명,B,기타
441,배우다01,동,A,직업 및 활동
8079,배우자02,명,C,기타
4129,배추01,명,B,기타
20677,배추김치,명,C,기타
6063,배치03,명,C,기타
15575,백05,수,A,기타
2410,백05,관,A,기타
,백두산,고,C,자연 및 환경
6240,백색01,명,C,기타
1601,백성,명,C,기타
6064,백인01,명,C,기타
,백제,고,C,기타
1974,백화점,명,A,감정 및 상태
4897,뱀,명,B,기타
2471,뱃사람,명,C,기타
4797,뱉다,동,C,기타
4696,버려지다,동,C,기타
2383,버릇01,명,B,기타
704,버리다01,동,B,기타
121,버리다01,보,A,기타
5906,버섯02,명,B,기타
719,버스02,명,A,기타
3470,버터,명,B,기타
8759,버튼,명,B,기타
2525,버티다,동,C,기타
138,번04,의,A,기타
5619,번개01,명,C,기타
6415,번거롭다,형,C,기타
7250,번역,명,B,기타
10051,번역하다,동,C,기타
9578,번지03,명,C,기타
774,번째,의,B,기타
4276,번호02,명,A,기타
4898,벌02,의,C,기타
5216,벌03,명,C,기타
3408,벌06,명,C,기타
4203,벌금,명,C,기타
1087,벌다02,동,B,기타
3810,벌떡,부,C,기타
3988,벌레01,명,B,기타
2628,벌리다01,동,B,기타
686,벌써,부,A,기타
4798,벌어지다01,동,C,기타
1498,벌어지다02,동,B,기타
627,벌이다,동,B,기타
1582,범위,명,C,기타
3001,범인02,명,C,기타
1232,범죄,명,C,기타
603,법01,명,B,문화 및 사회
1252,법01,의,B,문화 및 사회
1751,법률,명,C,문화 및 사회
1881,법원01,명,C,문화 및 사회
6592,법적01,명,C,문화 및 사회
1219,법칙,명,C,문화 및 사회
2499,벗기다02,동,B,기타
1104,벗다,동,A,기타
8388,베개,명,B,기타
3750,베다02,동,C,기타
,베이징(북경),고,B,기타
6593,벤치,명,C,기타
8389,벨트,명,B,기타
4277,벼01,명,C,기타
1199,벽06,명,B,기타
5108,변경04,명,C,기타
3002,변동,명,C,기타
5352,변명01,명,C,기타
5755,변신01,명,C,기타
690,변하다,동,B,기타
3280,변호사,명,B,기타
294,변화,명,B,감정 및 상태
5620,변화되다,동,C,감정 및 상태
1975,변화하다,동,B,감정 및 상태
1346,별01,명,A,기타
2681,별02,관,B,기타
3471,별다르다,형,C,기타
2335,별도01,명,C,기타
801,별로01,부,B,기타
4345,별명01,명,C,기타
7784,별일,명,C,직업 및 활동
1306,병04,명,A,기타
1976,병05,명,A,기타
4429,병들다,동,B,기타
7524,병실02,명,C,기타
10058,병아리,명,C,기타
628,병원02,명,A,장소
2926,보고03,명,B,기타
2629,보고서,명,B,기타
3869,보고하다02,동,C,기타
5217,보관01,명,C,기타
2630,보관하다,동,B,기타
265,보내다,동,A,기타
7785,보내오다,동,C,동작
4799,보너스,명,C,기타
21,보다01,보,A,동작
17,보다01,동,A,동작
862,보다02,부,A,동작
1855,보도04,명,C,기타
4514,보도되다,동,C,기타
2062,보도하다02,동,C,기타
16935,보라색,명,C,기타
2682,보람,명,B,기타
5493,보름01,명,C,기타
4515,보리01,명,C,기타
5218,보살피다,동,C,기타
3811,보상02,명,C,기타
5911,보수06,명,C,기타
6597,보수11,명,C,기타
8768,보수적,명,C,기타
5912,보안01,명,C,기타
5219,보완하다,동,C,기타
93,보이다01,동,B,기타
168,보이다02,동,B,기타
5353,보자기02,명,C,기타
3356,보장01,명,C,기타
3751,보장되다,동,C,기타
3236,보장하다01,동,C,기타
4346,보전03,명,C,기타
4060,보조02,명,C,기타
4607,보존,명,C,기타
5220,보존하다,동,C,기타
6802,보충하다,동,C,기타
1794,보통,부,B,기타
1392,보통,명,A,기타
3472,보편적,명,C,기타
2411,보험,명,B,기타
945,보호01,명,B,기타
4608,보호되다,동,C,기타
1639,보호하다,동,C,기타
4205,복13,명,C,기타
2574,복도04,명,B,기타
8085,복사09,명,B,기타
23452,복사기,명,C,기타
8391,복사하다03,동,B,기타
13378,복숭아,명,C,기타
18638,복습,명,B,기타
16943,복습하다,동,B,기타
1347,복잡하다,형,A,기타
1698,볶다,동,B,기타
10549,볶음,명,C,기타
8090,볶음밥,명,B,기타
6068,본03,관,C,기타
1592,본격적,명,C,기타
2158,본래,명,B,기타
4516,본부03,명,C,기타
6069,본사03,명,C,기타
2831,본성02,명,C,기타
4279,본인,명,C,기타
2128,본질02,명,C,기타
3752,볼01,명,C,기타
10551,볼링,명,C,기타
6603,볼일,명,B,직업 및 활동
9583,볼펜02,명,A,기타
972,봄01,명,A,기타
4206,봉사03,명,C,기타
7527,봉사하다01,동,C,기타
5496,봉지06,명,B,기타
2741,봉투02,명,B,기타
4903,뵈다01,동,B,기타
5914,뵈다02,동,B,기타
4609,뵙다,동,B,기타
2526,부15,의,B,기타
5915,부15,명,C,기타
4517,부17,명,C,기타
2315,부근03,명,B,기타
6605,부끄러움,명,B,기타
2356,부끄럽다,형,B,기타
1202,부담01,명,C,기타
3638,부담하다01,동,C,기타
2500,부대08,명,C,기타
1574,부동산,명,B,자연 및 환경
1062,부드럽다,형,B,기타
2631,부딪치다,동,B,기타
5498,부딪히다,동,C,기타
5621,부러워하다,동,B,기타
4430,부러지다,동,C,기타
2412,부럽다,형,B,기타
227,부르다01,동,A,기타
6070,부르다02,형,B,기타
665,부모01,명,A,기타
1160,부모님,명,A,기타
1547,부문06,명,C,기타
977,부부03,명,A,기타
291,부분01,명,B,기타
3753,부분적,명,C,기타
,부산,고,A,자연 및 환경
5356,부상05,명,C,기타
4207,부서12,명,C,기타
3930,부서지다,동,C,기타
2159,부엌,명,A,기타
2096,부위04,명,C,기타
1619,부인01,명,A,기타
7256,부인04,명,C,기타
3150,부자08,명,B,기타
2683,부작용,명,B,기타
9167,부잣집,명,B,장소
2413,부장07,명,B,기타
5622,부재03,명,C,기타
1154,부정02,명,C,기타
3410,부정적,명,C,기타
2963,부정하다06,동,C,기타
1869,부족01,명,B,기타
1780,부족05,명,B,기타
1243,부족하다,형,B,기타
10068,부지런하다,형,B,기타
5110,부지런히,부,C,기타
7789,부채01,명,C,기타
2472,부처04,명,B,기타
4611,부치다02,동,B,기타
5757,부친,명,C,기타
3582,부탁,명,B,기타
2927,부탁하다,동,B,기타
3473,부품,명,C,기타
10070,부피,명,C,기타
3640,부회장,명,C,기타
7023,북07,명,B,기타
3411,북부01,명,C,기타
2179,북쪽,명,A,기타
,북한,고,B,기타
499,분01,의,A,기타
302,분08,의,A,기타
2595,분노,명,C,기타
3583,분량,명,C,기타
3412,분리04,명,C,기타
3812,분리되다,동,C,기타
5359,분리하다03,동,C,기타
2742,분명01,부,B,기타
958,분명하다01,형,C,기타
9169,분명해지다,동,C,기타
1462,분명히,부,B,기타
959,분석02,명,C,기타
1555,분석하다02,동,B,기타
517,분야,명,C,기타
425,분위기,명,B,기타
7258,분주하다05,형,C,기타
2527,분포하다02,동,C,기타
33246,분필03,명,C,기타
11819,분홍색,명,C,기타
506,불01,명,A,기타
1593,불가능하다,형,B,기타
3003,불가피하다,형,C,기타
3754,불고기,명,A,기타
3584,불과01,부,C,기타
934,불과하다,형,C,기타
567,불교,명,B,기타
874,불구하다02,동,C,기타
4433,불꽃01,명,B,자연 및 환경
1263,불다01,동,A,기타
2964,불러일으키다,동,C,직업 및 활동
1383,불리다04,동,B,기타
3755,불리다07,동,C,기타
4061,불리하다,형,C,기타
1807,불만,명,B,기타
1356,불법01,명,C,문화 및 사회
7791,불법02,명,C,문화 및 사회
2501,불빛,명,B,기타
3188,불쌍하다,형,B,기타
1992,불안01,명,B,기타
2180,불안하다,형,B,기타
4348,불어오다,동,C,동작
6812,불완전하다,형,C,기타
7026,불이익,명,C,기타
4062,불편01,명,C,기타
1808,불편하다01,형,B,기타
6813,불평01,명,C,기타
6072,불평등하다,형,C,기타
7027,불필요하다,형,C,추상적 개념
3756,불행,명,C,기타
3318,불행하다,형,B,기타
8779,불확실하다,형,C,기타
1946,붉다01,형,B,기타
6815,붐비다,동,C,기타
8400,붓다01,동,C,기타
1841,붓다02,동,B,기타
734,붙다,동,B,기타
5360,붙들다,동,C,기타
705,붙이다,동,B,기타
3530,붙잡다,동,C,기타
5759,붙잡히다,동,C,기타
5760,브랜드,명,C,기타
7795,블라우스,명,B,기타
592,비01,명,A,기타
8401,비19,명,C,기타
2596,비교01,명,B,기타
1650,비교적,부,B,기타
1508,비교하다,동,B,기타
2336,비극,명,C,기타
10077,비기다01,동,C,기타
2684,비난,명,C,기타
6608,비누,명,A,기타
3039,비닐,명,B,기타
7262,비닐봉지,명,B,기타
900,비다01,동,C,기타
10565,비둘기,명,C,기타
1882,비디오,명,A,기타
1534,비로소,부,C,기타
2283,비롯되다,동,C,기타
863,비롯하다,동,C,기타
8781,비만01,명,C,기타
3757,비명02,명,C,기타
1357,비밀,명,B,기타
6249,비바람,명,C,기타
4063,비비다,동,C,기타
13411,비빔밥,명,A,기타
5500,비상01,명,C,기타
5501,비서05,명,B,기타
760,비슷하다02,형,A,기타
1819,비싸다,형,A,기타
1170,비용03,명,B,기타
2097,비우다01,동,C,기타
5917,비웃다,동,C,기타
3040,비율02,명,C,기타
2528,비중01,명,C,기타
2198,비추다,동,C,기타
2129,비치다01,동,C,기타
5918,비키다,동,B,기타
6075,비타민,명,B,기타
1314,비판01,명,C,기타
7264,비판적,명,C,기타
2384,비판하다,동,B,기타
448,비하다,동,C,기타
6609,비행02,명,C,기타
3932,비행03,명,C,기타
1171,비행기,명,A,기타
7536,비행장,명,C,기타
2898,빌다01,동,B,기타
6076,빌딩,명,B,기타
1315,빌리다,동,B,기타
23601,빗01,명,B,기타
4701,빗물,명,B,기타
8785,빗방울,명,C,기타
6610,빗줄기,명,C,기타
3813,빚,명,C,기타
816,빛,명,B,기타
3531,빛깔,명,C,기타
2005,빛나다,동,C,기타
6077,빠뜨리다,동,C,기타
613,빠르다,형,A,기타
1977,빠져나가다,동,C,동작
3357,빠져나오다,동,C,동작
1220,빠지다01,동,B,기타
717,빠지다02,동,B,기타
9605,빨간색,명,A,기타
2385,빨갛다,형,B,기타
5223,빨다01,동,C,기타
5761,빨다02,동,B,기타
2632,빨래,명,B,기타
572,빨리,부,A,기타
2130,빵01,명,A,기타
5224,빼놓다,동,C,기타
998,빼다01,동,B,기타
3991,빼앗기다,동,C,기타
3642,빼앗다,동,C,기타
7266,뺏다,동,C,기타
3532,뺨,명,B,기타
3585,뻔하다01,보,C,기타
3476,뻔하다02,형,C,기타
2551,뻗다,동,B,기타
2216,뼈,명,B,기타
1238,뽑다,동,B,기타
3477,뽑히다,동,C,기타
1179,뿌리,명,B,기타
1348,뿌리다,동,B,기타
5502,뿌리치다,동,C,기타
177,뿐01,의,B,기타
11837,사11,수,A,기타
244,사건01,명,C,기타
8407,사계절,명,B,자연 및 환경
691,사고12,명,B,기타
1947,사고14,명,C,기타
3237,사과05,명,A,기타
4064,사과08,명,C,기타
8408,사과하다02,동,B,기타
3238,사귀다,동,C,기타
6251,사기01,명,C,기타
5919,사나이,명,C,기타
6426,사냥,명,C,기타
199,사다,동,A,기타
5362,사들이다,동,C,기타
844,사라지다,동,B,기타
12,사람,명,A,기타
373,사랑01,명,A,사람 및 관계
7539,사랑스럽다,형,B,사람 및 관계
764,사랑하다,동,A,사람 및 관계
1400,사례05,명,C,기타
9611,사립04,명,C,기타
5626,사망04,명,C,기타
6252,사망하다01,동,C,기타
5921,사모님,명,B,기타
5762,사무05,명,B,기타
3870,사무소,명,C,기타
1781,사무실,명,A,기타
6253,사무직,명,C,기타
1323,사물10,명,B,기타
3533,사방03,명,C,기타
5225,사상01,명,C,기타
9612,사생활,명,C,기타
2743,사설04,명,C,기타
5763,사소하다01,형,C,기타
5114,사슴01,명,C,기타
103,사실04,명,B,기타
673,사실04,부,B,기타
1883,사실상,부,C,기타
15648,사십,수,A,기타
520,사업04,명,B,기타
7800,사업가,명,C,기타
5503,사업자,명,C,기타
1026,사용04,명,B,기타
1419,사용되다,동,B,기타
2928,사용자,명,B,기타
254,사용하다03,동,A,기타
2965,사원04,명,B,기타
1006,사월02,명,A,기타
4702,사위01,명,B,기타
178,사이01,명,A,기타
9615,사이사이,명,C,기타
7801,사이좋다,형,B,기타
9616,사자11,명,B,기타
1116,사장15,명,A,기타
2653,사전13,명,C,기타
7270,사전22,명,A,기타
1155,사정07,명,C,기타
728,사진07,명,A,기타
9177,사진기02,명,B,기타
3871,사촌,명,B,기타
5226,사춘기,명,C,기타
20886,사탕02,명,A,기타
8411,사투리,명,C,기타
5016,사표07,명,C,기타
42,사회07,명,B,문화 및 사회
6429,사회생활,명,C,문화 및 사회
8791,사회자,명,C,문화 및 사회
1762,사회적,명,B,문화 및 사회
2929,사회주의,명,C,문화 및 사회
6614,사회학,명,C,문화 및 사회
3151,사흘,명,B,기타
465,산01,명,A,자연 및 환경
9179,산길02,명,C,자연 및 환경
7034,산부인과,명,C,자연 및 환경
2654,산소03,명,B,자연 및 환경
6078,산속,명,B,자연 및 환경
392,산업,명,C,자연 및 환경
4802,산책,명,A,자연 및 환경
2234,살01,명,B,기타
581,살04,의,A,기타
55,살다01,동,A,기타
1088,살리다,동,B,기타
3534,살림01,명,C,기타
915,살아가다,동,C,동작
4066,살아나다,동,C,기타
2864,살아남다,동,C,기타
1720,살아오다,동,C,동작
2865,살인,명,C,기타
2063,살짝01,부,B,기타
555,살펴보다,동,B,동작
1856,살피다01,동,C,기타
189,삶,명,C,기타
3004,삶다,동,B,기타
5923,삼06,수,A,기타
5019,삼가다,동,C,동작
12569,삼계탕,명,C,기타
901,삼국,명,C,기타
676,삼다02,동,C,기타
18764,삼십,수,A,기타
1117,삼월,명,A,기타
5117,삼촌,명,B,기타
3643,삼키다,동,C,기타
3116,상02,명,C,기타
5764,상04,명,C,기타
3283,상23,명,C,기타
3872,상25,명,B,기타
4615,상관03,명,C,기타
3934,상관없다,형,C,기타
5365,상관없이,부,C,기타
8416,상금04,명,C,기타
3478,상담01,명,C,기타
3413,상당04,명,C,기타
5118,상당수,명,C,기타
1920,상당하다02,형,C,기타
1602,상당히,부,C,기타
1192,상대04,명,B,기타
1536,상대방02,명,B,기타
4436,상대성,명,C,기타
1721,상대적,명,C,기타
5505,상대편,명,C,기타
4906,상류,명,C,기타
5227,상반기,명,C,기타
1664,상상07,명,B,기타
3284,상상력01,명,C,기타
2832,상상하다03,동,B,기타
1842,상식06,명,C,기타
3190,상업02,명,C,기타
3874,상인07,명,C,기타
3587,상자10,명,B,기타
4281,상점,명,C,기타
5925,상징적,명,C,기타
3693,상징하다,동,C,기타
1752,상처02,명,B,기타
9184,상추01,명,B,기타
5767,상쾌하다,형,C,기타
269,상태01,명,C,기타
1843,상표02,명,C,기타
963,상품03,명,B,기타
2633,상하다02,동,B,기타
263,상황02,명,C,기타
3117,새01,명,C,기타
1089,새03,명,A,기타
466,새06,관,A,기타
3814,새기다01,동,C,기타
1329,새끼02,명,B,기타
3358,새다01,동,C,기타
968,새로,부,B,기타
6079,새로이,부,C,기타
180,새롭다,형,C,기타
1045,새벽01,명,B,기타
9628,새소리,명,B,기타
5367,새우02,명,B,기타
7036,새우다01,동,C,기타
3588,새해,명,B,기타
1358,색03,명,A,기타
1603,색깔,명,A,기타
5926,색다르다,형,C,기타
20933,색연필,명,C,기타
3005,샌드위치,명,A,기타
5628,생02,명,C,기타
75,생각01,명,A,추상적 개념
2064,생각나다,동,B,추상적 개념
1330,생각되다,동,B,추상적 개념
58,생각하다,동,A,추상적 개념
1763,생겨나다,동,B,기타
4803,생기01,명,C,기타
253,생기다,동,A,기타
236,생명,명,C,기타
3042,생물01,명,C,기타
5020,생방송,명,C,기타
582,생산,명,C,자연 및 환경
3191,생산되다,동,C,자연 및 환경
2833,생산력,명,C,자연 및 환경
3994,생산자,명,C,자연 및 환경
1699,생산하다,동,C,자연 및 환경
2803,생선,명,A,기타
12576,생신02,명,B,기타
1963,생일02,명,A,직업 및 활동
174,생활,명,A,기타
10592,생활비,명,C,기타
9631,생활수준,명,C,기타
10093,생활용품,명,C,기타
2552,생활하다,동,B,기타
6824,생활환경,명,B,자연 및 환경
8795,샤워,명,A,기타
1537,서구02,명,C,기타
3240,서너,관,B,기타
5629,서늘하다,형,C,기타
206,서다01,동,A,기타
1620,서두르다,동,B,기타
7274,서랍,명,B,기타
311,서로01,부,A,기타
1610,서로01,명,B,기타
3006,서류02,명,B,기타
12580,서른,수,A,기타
6826,서명03,명,C,기타
7038,서명하다01,동,C,기타
3815,서민,명,C,기타
3479,서부01,명,C,기타
1331,서비스,명,B,기타
2131,서서히,부,C,기타
1057,서양,명,B,기타
6082,서양인,명,C,기타
,서울,고,A,기타
,서울역,고,A,기타
4805,서적02,명,C,기타
5229,서점03,명,A,기타
3152,서쪽,명,A,기타
2502,서클,명,C,기타
8798,서투르다,형,B,기타
9632,서툴다,형,C,기타
4907,석02,관,C,기타
3816,석10,의,C,기타
9634,석사01,명,C,기타
2655,석유01,명,B,기타
1921,섞다,동,B,기타
2414,섞이다,동,B,기타
827,선14,명,C,기타
300,선거04,명,C,기타
4909,선명하다02,형,C,기타
1741,선물03,명,A,기타
14518,선물하다,동,A,기타
1122,선배,명,B,기타
518,선생01,명,A,기타
204,선생님,명,A,사람 및 관계
831,선수05,명,B,기타
3875,선언하다,동,C,기타
5368,선원06,명,C,기타
2235,선장06,명,C,기타
5230,선전03,명,C,기타
3817,선정하다03,동,C,기타
3995,선진03,명,C,기타
2025,선진국,명,C,기타
2316,선택,명,B,기타
1332,선택하다,동,B,기타
10100,선풍기,명,B,기타
4910,선호하다01,동,C,기타
6435,설거지,명,B,기타
4704,설날,명,B,기타
4705,설득하다,동,C,기타
23768,설렁탕,명,B,기타
5231,설립하다,동,C,기타
965,설명,명,A,기타
4616,설명되다,동,C,기타
577,설명하다,동,A,기타
4437,설문01,명,C,기타
5369,설사02,부,C,기타
,설악산,고,A,자연 및 환경
2634,설치02,명,C,기타
2930,설치되다01,동,C,기타
2098,설치하다01,동,C,기타
2236,설탕,명,A,기타
1964,섬03,명,B,기타
4617,섭섭하다01,형,C,기타
9193,섭씨,명,B,기타
5768,성06,명,B,기타
1378,성07,명,C,기타
4212,성08,명,C,기타
404,성격02,명,B,기타
5631,성경03,명,C,기타
2357,성공01,명,B,기타
4911,성공적,명,C,기타
2082,성공하다,동,B,기타
9637,성당03,명,C,기타
3153,성립되다,동,C,기타
3936,성립하다,동,C,기타
2712,성명10,명,C,기타
8113,성별01,명,B,기타
4523,성숙하다,동,C,기타
3645,성실하다02,형,C,기타
3997,성인01,명,B,기타
1037,성장01,명,C,기타
2217,성장하다01,동,C,기타
6619,성적01,명,C,기타
2444,성적04,명,B,기타
2866,성질,명,C,기타
18828,성함,명,B,기타
413,세01,관,A,기타
4618,세07,의,C,기타
969,세13,의,A,기타
120,세계02,명,B,기타
2251,세계관,명,C,기타
2114,세계적,명,B,기타
2160,세금01,명,B,기타
406,세기03,명,B,기타
3820,세다02,동,C,기타
3415,세다03,형,B,기타
1316,세대02,명,C,기타
4619,세련되다,형,C,기타
10105,세로01,명,B,기타
5930,세미나,명,C,기타
258,세상01,명,B,기타
7811,세상에,감,C,기타
6621,세수04,명,A,기타
407,세우다01,동,B,기타
2386,세워지다,동,B,기타
1136,세월02,명,C,기타
5931,세제04,명,C,기타
,세종대왕,고,C,기타
8116,세탁,명,B,기타
8809,세탁기,명,A,기타
18841,세탁소,명,B,기타
5506,세트,명,C,기타
10106,섹시하다,형,C,기타
4132,센터02,명,B,기타
956,센티미터,의,A,기타
782,셈01,의,C,기타
2771,셋,수,A,기타
5023,셋째,관,A,기타
2834,셋째,수,A,기타
2415,소03,명,B,기타
3416,소개02,명,B,기타
3360,소개되다,동,B,기타
1401,소개하다01,동,A,기타
4912,소규모,명,C,기타
4524,소극적,명,C,기타
1221,소금01,명,A,기타
7278,소나기01,명,B,기타
2083,소나무,명,B,자연 및 환경
960,소녀02,명,B,기타
1078,소년01,명,B,기타
1665,소득,명,C,기타
80,소리01,명,B,기타
2656,소리치다,동,B,기타
5507,소망03,명,C,기타
3998,소매01,명,C,기타
1519,소문02,명,B,기타
8117,소문나다,동,B,기타
3589,소박하다01,형,C,기타
